timestamp,test-class,test-method,time,description,result
2021-09-07 20:08:35.093,acme.testing.administrator.task.AdministratorTaskListTest,list,5432,"[3] recordIndex=2, title=Test2, description=Another test, startExecution=2021/07/18 16:33, endExecution=2022/02/15 08:46, info=http://www.example.org, workload=89.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",Expected value '2021/07/18 16:33' in input box 'startExecution', but '2022/07/18 16:33' was found
2021-09-07 20:09:08.717,acme.testing.administrator.task.AdministratorTaskListTest,listNegative,33250,"[1] id=8",Cannot find 'By.className: text-danger'
2021-09-07 20:09:58.293,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,32920,"[1] id=11",Cannot find 'By.className: text-danger'
2021-09-07 20:10:29.311,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,30429,"[2] id=12",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:11:02.617,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,32860,"[3] id=13",Cannot find 'By.className: text-danger'
2021-09-07 20:11:33.586,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,30401,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:11:38.857,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,4710,"[2] recordIndex=0, title=Test1, description=Another test, info=http://www.example.org",Expected value 'Test1' in attribute 0 of record 0, but found 'Customize your webpage'
2021-09-07 20:11:43.214,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,3846,"[3] recordIndex=0, title=Test2, description=Another test, info=http://www.example.org",Expected value 'Test2' in attribute 0 of record 0, but found 'Customize your webpage'
2021-09-07 20:12:11.53,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11103,"[1] recordIndex=3, title=Test3, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-07 20:12:23.86,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11988,"[2] recordIndex=4, title=Test4, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-07 20:12:35.953,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11593,"[3] recordIndex=5, title=Test5, description=Another test, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-07 20:12:47.884,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,11518,"[4] recordIndex=6, title=Test6, description=Another test, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-07 20:12:59.219,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10910,"[5] recordIndex=7, title=Test7, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:13:06.256,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6700,"[1] recordIndex=0, title=null, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-07 20:13:13.824,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7230,"[2] recordIndex=0, title=null, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-07 20:13:21.006,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6652,"[3] recordIndex=0, title=Test10, description=null, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-07 20:13:28.562,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7021,"[4] recordIndex=0, title=Test11, description=null, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-07 20:13:35.72,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6638,"[5] recordIndex=0, title=Test12, description=Another test, startExecution=null, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:13:41.486,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5403,"[6] recordIndex=0, title=Test13, description=Another test, startExecution=2021/02/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:13:48.67,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6645,"[7] recordIndex=0, title=Test14, description=Another test, startExecution=tomorrow, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:13:56.328,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7247,"[8] recordIndex=0, title=Test15, description=Another test, startExecution=2021/12/03 10:45, endExecution=null, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:14:02.539,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5713,"[9] recordIndex=0, title=Test16, description=Another test, startExecution=2021/12/03 10:45, endExecution=tow weeks, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:14:10.244,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,7189,"[10] recordIndex=0, title=Test17, description=Another test, startExecution=2021/12/03 10:45, endExecution=2021/12/01 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:14:17.006,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6339,"[11] recordIndex=0, title=Test18, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=null, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:14:23.65,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6167,"[12] recordIndex=0, title=Test19, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=-10.50, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:14:30.465,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6313,"[13] recordIndex=0, title=Test20, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.7500, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:14:37.68,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,6822,"[14] recordIndex=0, title=Test21, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=40.25, info=mi pagina web, newFinished=true, newStatus=true",OK
2021-09-07 20:14:43.29,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5234,"[15] recordIndex=0, title=Test22 sex, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=false, newStatus=true",OK
2021-09-07 20:14:49.265,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5450,"[16] recordIndex=0, title=Test23, description=Another test viagra, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=true, newStatus=true",OK
2021-09-07 20:15:18.33,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,12261,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org, startExecution=2021/07/03 12:33, endExecution=2022/02/11 10:46, workload=98.59, status=true, finished=true, newTitle=Customize your webpage sex, newDescription=null, newInfo=http://www.exampleOne.org, newStartExecution=mañana, newEndExecution=null, newWorkload=99.595, newStatus=true, newFinished=true",Expected value '2021/07/03 12:33' in input box 'startExecution', but '2022/07/03 12:33' was found
2021-09-07 20:15:29.069,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,10403,"[2] recordIndex=1, title=Test1, description=Another test, info=http://www.example.org, startExecution=2021/07/05 15:33, endExecution=2022/01/11 09:46, workload=80.59, status=true, finished=true, newTitle=null, newDescription=Another test sex, newInfo=http://www.exampleTwo.org, newStartExecution=null, newEndExecution=2021/01/13 09:46, newWorkload=-10.58, newStatus=false, newFinished=true",Expected value '2021/07/05 15:33' in input box 'startExecution', but '2022/07/05 15:33' was found
2021-09-07 20:15:41.776,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,12319,"[3] recordIndex=2, title=Test2, description=Another test, info=http://www.example.org, startExecution=2021/07/18 16:33, endExecution=2022/02/15 08:46, workload=89.59, status=true, finished=true, newTitle=Test2 sex, newDescription=Another hardcore test, newInfo=http://www.example.orgThree, newStartExecution=2021/07/29 16:33, newEndExecution=2021/02/17 08:46, newWorkload=mucho, newStatus=true, newFinished=false",Expected value '2021/07/18 16:33' in input box 'startExecution', but '2022/07/18 16:33' was found
2021-09-07 20:16:15.074,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,32865,"[1] id=11",Cannot find 'By.className: text-danger'
2021-09-07 20:16:45.982,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,30417,"[2] id=12",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:17:19.854,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,33371,"[3] id=13",Cannot find 'By.className: text-danger'
2021-09-07 20:17:50.669,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,30380,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org, startExecution=2021/07/06 12:33, endExecution=2022/02/12 10:46, workload=99.59, newStatus=true, newFinished=true, newTitle=Customize your webpage edited, newDescription=Try some cool stuff edited, newInfo=http://www.exampleOne.org",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:18:00.237,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,9152,"[2] recordIndex=1, title=Test1, description=Another test, info=http://www.example.org, startExecution=2021/07/07 15:33, endExecution=2022/01/13 09:46, workload=85.59, newStatus=false, newFinished=true, newTitle=Test1 edited, newDescription=Another test edited, newInfo=http://www.exampleTwo.org",Expected value 'Test1 edited' in attribute 0 of record 1, but found 'Test1'
2021-09-07 20:18:09.548,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,8998,"[3] recordIndex=2, title=Test2, description=Another test, info=http://www.example.org, startExecution=2021/07/29 16:33, endExecution=2022/02/17 08:46, workload=90.59, newStatus=true, newFinished=false, newTitle=Test2 edited, newDescription=Another test edited, newInfo=http://www.example.orgThree",Expected value 'Test2 edited' in attribute 0 of record 2, but found 'Test2'
2021-09-07 20:18:35.796,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTask,8934,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 20:18:44.973,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTask,8861,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 20:18:55.054,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortById,9749,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 20:19:05.226,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortById,9796,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 20:19:15.039,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByExecution,9477,"[1] recordIndex=0, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 20:19:25.36,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByExecution,9888,"[2] recordIndex=1, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 20:19:34.536,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByWorkload,8827,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-07 20:19:44.639,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByWorkload,9762,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-07 20:20:17.835,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegative,32734,"[1] id=id=8",Cannot find 'By.className: text-danger'
2021-09-07 20:20:48.754,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegative,30398,"[2] id=id=3",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:21:22.951,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByExecution,33568,"[1] id=id=8",Cannot find 'By.className: text-danger'
2021-09-07 20:21:54.051,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByExecution,30526,"[2] id=id=3",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:22:27.06,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByWorkload,32562,"[1] id=id=8",Cannot find 'By.className: text-danger'
2021-09-07 20:22:57.768,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByWorkload,30334,"[2] id=id=3",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:23:31.224,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,32927,"[1] id=id=99",Cannot find 'By.className: text-danger'
2021-09-07 20:24:01.971,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,30344,"[2] id=id=98",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:24:35.003,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,32640,"[3] id=id=100",Cannot find 'By.className: text-danger'
2021-09-07 20:24:56.563,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodPositive,6705,"[1] recordIndex=0, title=Test 1, description=Another test, startExecution=2021/07/07 22:33, endExecution=2022/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",Expected value '2021/07/07 22:33' in input box 'startExecution', but '2022/07/07 22:33' was found
2021-09-07 20:25:03.366,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodPositive,6423,"[2] recordIndex=1, title=Test 2, description=Another test, startExecution=2021/08/05 22:33, endExecution=2022/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",Expected value '2021/08/05 22:33' in input box 'startExecution', but '2022/08/05 22:33' was found
2021-09-07 20:25:36.272,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodNegative,32439,"[1] id=19",Cannot find 'By.className: text-danger'
2021-09-07 20:25:58.886,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadPositive,6585,"[1] recordIndex=0, title=Test 2, description=Another test, startExecution=2021/08/05 22:33, endExecution=2022/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",Expected value '2021/08/05 22:33' in input box 'startExecution', but '2022/08/05 22:33' was found
2021-09-07 20:26:05.594,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadPositive,6258,"[2] recordIndex=1, title=Test 1, description=Another test, startExecution=2021/07/07 22:33, endExecution=2022/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",Expected value '2021/07/07 22:33' in input box 'startExecution', but '2022/07/07 22:33' was found
2021-09-07 20:26:38.525,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadNegative,32522,"[1] id=19",Cannot find 'By.className: text-danger'
2021-09-07 20:27:01.162,acme.testing.manager.task.ManagerTaskListTests,listTaskPositive,5327,"[1] recordIndex=0, title=Test 1, description=Another test, startExecution=2021/07/07 22:33, endExecution=2022/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",Expected value '2021/07/07 22:33' in input box 'startExecution', but '2022/07/07 22:33' was found
2021-09-07 20:27:07.054,acme.testing.manager.task.ManagerTaskListTests,listTaskPositive,5529,"[2] recordIndex=1, title=Test 2, description=Another test, startExecution=2021/08/05 22:33, endExecution=2022/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",Expected value '2021/08/05 22:33' in input box 'startExecution', but '2022/08/05 22:33' was found
2021-09-07 20:27:40.372,acme.testing.manager.task.ManagerTaskListTests,listTaskNegative,32863,"[1] id=19",Cannot find 'By.className: text-danger'
2021-09-07 20:28:30.242,acme.testing.manager.task.ManagerTaskShowTests,showNegative,32846,"[1] id=34",Cannot find 'By.className: text-danger'
2021-09-07 20:29:01.129,acme.testing.manager.task.ManagerTaskShowTests,showNegative,30395,"[2] id=35",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:29:55.059,acme.testing.manager.task.ManagerTaskDeleteTests,deleteNegative,33689,"[1] id=34",Cannot find 'By.className: text-danger'
2021-09-07 20:30:25.933,acme.testing.manager.task.ManagerTaskDeleteTests,deleteNegative,30384,"[2] id=35",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li/a[normalize-space()='Sign in']'
2021-09-07 20:30:34.514,acme.testing.manager.task.ManagerTaskDeleteTests,deletePositive,8112,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org",OK
2021-09-07 20:30:40.977,acme.testing.manager.task.ManagerTaskDeleteTests,deletePositive,6140,"[2] recordIndex=0, title=Test 2, description=Another test, info=http://www.example.org",OK
2021-09-07 20:31:11.352,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,13344,"[1] recordIndex=2, title=Test3, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-07 20:31:23.034,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,11241,"[2] recordIndex=3, title=Test4, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
